Transaction Amount,Transaction Location,User Device Type,Transaction Time,is_fraud
168.8658879653219,31,desktop,12,0
126.00492973822193,45,desktop,20,0
223.44252168754096,17,desktop,15,0
82.5250716173739,47,desktop,10,0
351.40430293897833,24,desktop,15,0
368.5680411587985,21,mobile,22,0
145.97618642204486,11,mobile,13,0
348.8994301476378,4,desktop,4,0
487.2646871584136,12,desktop,8,0
438.8812132561742,35,desktop,2,0
255.07630645205356,44,desktop,5,0
39.80431644958385,5,mobile,12,0
93.64010892657178,7,desktop,9,1
413.5649404515628,14,mobile,20,0
220.00619881889054,2,mobile,3,0
318.5434931723198,28,desktop,5,1
362.12658950190587,37,mobile,12,0
101.85280733849302,1,desktop,13,0
443.0843045108223,8,mobile,2,0
75.21130619351936,29,desktop,22,0
124.00502009558599,25,mobile,23,1
396.5709014073201,5,mobile,23,0
461.41398309219176,3,mobile,23,0
72.66950646020265,34,mobile,3,0
365.24280641086295,5,mobile,5,0
99.1892114405917,29,desktop,9,0
386.44342268627355,40,desktop,11,0
347.9226411423969,1,desktop,9,0
79.98521377162098,14,desktop,17,0
252.25942312491821,7,mobile,1,0
53.41308210246244,35,mobile,17,0
28.182908957017784,14,desktop,11,0
343.0453412397108,17,desktop,10,0
292.6760482259688,16,desktop,5,0
35.04922090512625,47,desktop,11,0
101.42403851054668,17,desktop,18,0
236.81255904246225,41,desktop,21,0
457.4756701712379,20,desktop,8,0
34.15296620375831,3,desktop,7,0
76.2973292278214,13,mobile,17,0
94.67426287495603,49,desktop,17,0
235.24472706086135,30,desktop,16,0
424.34090001046087,8,mobile,14,0
188.42765972717024,35,mobile,18,0
51.01399751669046,37,desktop,10,0
255.60711719163444,11,desktop,10,0
257.1984344932019,4,desktop,13,0
399.81166167867417,24,desktop,1,0
325.68720389151,32,desktop,11,0
98.85252799125638,17,desktop,9,0
41.293654544568696,7,desktop,19,1
278.3909966820888,16,mobile,15,0
233.08321523591673,4,desktop,2,0
456.15117694140804,8,desktop,1,0
449.7822942613667,4,desktop,19,0
42.73140273024087,10,mobile,20,0
425.3998004266624,23,desktop,16,1
81.2503731757966,29,mobile,12,0
239.6270709527584,42,mobile,13,0
143.37725532830754,25,mobile,8,0
134.316671810204,18,mobile,15,0
438.6457185332898,9,mobile,12,0
213.77747239382998,1,desktop,5,1
443.8226832788285,41,desktop,16,0
265.09408592165,45,desktop,17,0
402.7975504065712,13,desktop,14,0
45.74678468422456,36,desktop,23,0
413.44633551350125,41,desktop,7,0
440.15645609397194,6,desktop,15,0
248.6418286510194,1,desktop,4,0
398.8396948925589,37,desktop,9,0
413.2017848767686,48,mobile,22,0
229.67109289605935,11,mobile,16,1
379.24415846751685,4,desktop,2,0
339.1282558286414,29,mobile,11,0
44.073046316816345,5,mobile,12,0
185.29479249594903,1,mobile,5,0
108.13620928830704,14,desktop,17,0
245.4179902659335,17,mobile,23,0
263.6199849601596,31,mobile,20,0
269.1083785213145,38,mobile,14,0
172.99019710429738,33,mobile,21,0
453.50431710794095,37,desktop,21,0
51.53233293541169,21,desktop,21,0
156.52194527003,13,desktop,13,0
76.89620636128956,39,mobile,2,0
64.01457128635329,26,desktop,20,0
476.69709543032087,15,mobile,16,0
207.4833873908615,24,desktop,5,0
176.58550947236185,27,desktop,1,0
262.0997068171712,42,desktop,12,0
67.57636396596554,40,mobile,22,0
231.4364991030075,3,mobile,8,0
284.17862809166155,49,mobile,15,0
448.29128604758483,17,desktop,5,0
116.15669874428863,12,desktop,16,0
64.6671014680258,8,desktop,17,0
464.9089648510486,49,mobile,21,0
399.535274681336,43,desktop,3,0
55.53822816903709,22,mobile,17,0
250.05932346024005,37,mobile,12,0
26.932851888224352,36,desktop,9,0
232.6962430690854,15,mobile,10,0
236.51372684223614,13,mobile,23,0
57.39132212514282,48,mobile,15,0
235.62737754867908,40,mobile,16,1
141.8822612232232,17,mobile,13,0
391.73663162427715,23,mobile,5,0
13.340628815196034,20,desktop,3,0
195.51153623829586,7,desktop,22,0
472.1842056733145,36,mobile,6,0
272.35135422109744,15,desktop,6,0
404.94348072147926,15,desktop,12,0
444.63224326200856,28,desktop,18,0
311.29744114793334,21,desktop,9,0
396.39418423193274,43,mobile,15,0
67.32930232766401,23,desktop,4,0
393.18020513434084,29,desktop,14,0
427.8959377277985,25,desktop,19,0
113.20397957209975,29,desktop,22,0
315.41887707294376,22,desktop,12,0
76.12758143512538,45,desktop,17,0
219.44285565173593,43,mobile,1,0
366.26627379385314,9,desktop,8,0
176.75766936919598,8,mobile,14,0
129.13302890440468,37,desktop,23,0
361.36559393355463,6,desktop,10,0
231.78677398396056,26,desktop,7,0
31.877196737426942,46,desktop,19,0
449.98627923792907,30,mobile,23,1
183.46077605975793,25,mobile,16,0
147.82049735845715,33,mobile,21,0
284.89135002519635,49,mobile,22,0
417.92640026732613,36,mobile,23,0
141.2234242042963,22,desktop,23,0
383.7799872118307,38,desktop,20,0
440.1525993601888,31,mobile,21,0
475.70231411686467,29,desktop,22,0
147.9369887016622,39,desktop,23,0
107.18696841008534,8,desktop,3,0
99.10116821829172,38,desktop,12,0
208.8264056901383,48,desktop,22,0
305.80064938575526,10,desktop,12,0
357.39552331839513,44,mobile,8,0
315.7497420062191,25,desktop,1,0
129.0699864460457,17,desktop,7,0
460.46591427810074,36,mobile,20,0
273.5769993761736,6,mobile,14,0
266.2298571439777,45,desktop,9,0
359.54460396817035,27,desktop,19,0
413.873064671565,43,desktop,14,0
361.3813650469286,19,mobile,16,0
461.2797146799918,15,desktop,12,0
197.32959707529207,4,mobile,11,0
103.94577218724083,45,desktop,18,0
452.9846658776512,25,mobile,5,0
121.16903128326526,29,desktop,20,0
317.13715981247435,30,mobile,3,0
275.47718787248147,32,mobile,13,0
212.89941476961016,1,mobile,14,0
28.723377707002324,14,mobile,17,0
472.58180591627735,21,mobile,19,0
268.5984099247878,2,desktop,12,0
475.70000179318293,5,desktop,2,0
222.40936449570808,12,desktop,3,0
98.38651073585402,21,mobile,7,0
400.02097287989767,39,mobile,8,0
112.4250731198287,48,desktop,12,1
276.293493869517,36,mobile,21,0
420.24332492068055,4,desktop,16,0
281.5016067345205,11,desktop,18,0
114.4335846360753,34,desktop,17,0
491.9322562560445,37,mobile,22,0
144.13673268393666,27,mobile,4,0
30.90104343237926,44,desktop,11,0
173.6722581373883,22,mobile,14,0
17.247828155715908,34,desktop,1,0
377.9019425988063,23,desktop,2,0
441.7733946063576,46,mobile,6,0
327.14715733809936,6,mobile,21,0
331.538391771521,25,desktop,14,0
48.633499015065475,6,desktop,3,0
310.1878613363335,29,mobile,16,0
298.8595666957667,46,mobile,20,0
467.35298421877565,28,mobile,10,1
280.11889785365315,20,mobile,9,1
28.84617333434968,29,mobile,13,0
101.08837666377507,37,mobile,17,0
468.6320797991657,8,desktop,2,0
97.24698281627431,21,desktop,7,0
202.91915478261006,29,mobile,10,0
61.25511767784735,7,mobile,6,0
497.20268268270115,43,mobile,17,0
283.84526964929825,45,desktop,3,0
193.22445202302063,4,mobile,19,0
390.8748398674707,27,mobile,8,0
216.05844313596833,49,desktop,23,0
200.35655018314873,8,desktop,14,0
206.89634491394102,10,mobile,21,0
372.88719167299803,14,mobile,10,0
264.0372614323116,33,mobile,23,0
122.91360456154392,42,desktop,11,0
224.6596845268409,30,desktop,19,0
152.1341644227173,10,desktop,2,0
188.25555138747762,22,mobile,11,0
361.1891451582581,36,mobile,1,0
374.43156130484573,18,mobile,14,0
293.23175917390506,43,mobile,5,0
319.90517775845547,46,mobile,4,0
468.8409686337951,44,desktop,20,0
205.07246911630952,8,desktop,19,0
374.6395143566563,23,mobile,6,0
167.95802653527912,38,mobile,23,0
435.47535840665466,30,desktop,23,0
245.05231675069757,25,desktop,18,0
96.763464534336,29,mobile,1,0
169.06961808018337,24,desktop,2,0
460.7698058915793,42,desktop,1,0
389.68660517647805,16,desktop,7,0
281.7509199490324,6,desktop,9,0
217.38722445522768,39,desktop,23,0
58.06124264990344,27,desktop,5,0
196.10095532399924,7,desktop,23,0
62.85727797344389,8,desktop,5,0
326.02695158496584,46,mobile,14,0
196.66602602775077,31,desktop,13,0
91.45036430991821,20,desktop,15,0
389.32652422119673,28,mobile,7,0
249.96559301990766,38,mobile,15,0
290.8363059751893,22,desktop,13,0
335.32229089384776,15,desktop,12,0
43.093525988403904,13,desktop,15,0
265.17581240610224,29,mobile,13,0
184.90848464564277,5,mobile,7,0
265.6683423841702,41,mobile,16,0
139.58801429496728,27,desktop,19,0
363.0493637491776,7,desktop,14,0
364.64709460618377,19,desktop,12,0
128.7995301582916,3,desktop,6,0
490.47904335551823,36,desktop,10,0
209.68826442883335,10,mobile,21,0
375.41445533467277,46,desktop,5,0
380.0491035160126,6,mobile,17,0
200.78946082047992,5,mobile,22,0
293.2055206164873,22,mobile,20,1
267.0929563278856,44,desktop,13,0
291.8515813364293,6,mobile,12,0
223.82137946041018,40,mobile,2,0
466.7160531846328,46,desktop,4,0
231.75543793204147,24,desktop,1,0
156.82199675882836,27,desktop,1,0
236.54413132141113,35,desktop,16,0
495.7973270115303,42,desktop,9,0
416.5494810947653,5,desktop,21,1
488.544678374323,13,desktop,17,0
231.5089400592145,38,mobile,4,0
113.25187812773446,7,mobile,2,0
315.1904725187872,27,mobile,14,0
218.03270235613047,6,desktop,8,1
450.03070523025485,49,mobile,11,1
437.9976115665734,14,desktop,5,0
432.60189911158614,9,mobile,22,0
310.0746302420349,48,mobile,10,0
26.820050558637497,20,desktop,4,0
147.9342764596939,31,desktop,4,0
157.98562861643452,2,mobile,9,0
205.73844611798518,47,mobile,13,0
182.48151531952422,5,desktop,2,0
201.1840817306493,4,desktop,19,0
361.00052754552564,37,desktop,19,0
138.82340939093385,28,mobile,10,0
202.64793830779078,13,desktop,16,0
368.63681656158707,36,mobile,23,0
228.75405478310677,4,desktop,11,0
397.3363102880897,21,mobile,5,0
425.94976822660124,27,mobile,20,0
120.47410732133122,2,mobile,21,0
44.61911940476712,33,desktop,23,0
387.9754064086512,29,desktop,10,0
12.56464378229006,20,desktop,17,0
292.69995252770576,5,mobile,14,0
253.50143590881535,39,desktop,9,0
335.14208369618774,31,mobile,9,0
216.77160105617062,12,desktop,17,0
252.65707330985433,3,desktop,6,0
75.0474098679927,45,mobile,5,0
257.10263022833533,33,mobile,17,0
402.61367161347493,26,mobile,21,0
257.3415636106495,4,mobile,12,0
134.3555020552921,17,desktop,23,0
26.746145132616686,45,desktop,11,0
94.63393865841044,3,mobile,2,0
89.00982245192881,12,desktop,3,0
45.09324871109982,1,mobile,18,0
406.20669084782503,5,mobile,7,0
185.09130214788777,17,mobile,8,0
146.57654934576752,2,mobile,6,0
7.103386060694131,45,mobile,3,0
365.4334898792294,5,desktop,6,0
217.53540254131917,32,mobile,4,0
341.5985756220434,7,desktop,5,1
83.5650571696414,43,desktop,14,0
289.52785742966614,15,mobile,20,0
15.960419360367421,6,desktop,3,0
454.81438858774897,2,desktop,4,0
174.53083510104415,33,mobile,3,0
31.27266061982471,24,desktop,20,0
388.2139027543344,11,mobile,22,0
110.38171975046826,5,desktop,6,0
345.6468508221277,45,desktop,18,0
251.38696572129857,47,mobile,18,0
284.23891921873957,4,desktop,19,0
163.64390257700992,35,mobile,9,0
61.61770263344048,38,desktop,12,0
326.00499210362653,21,mobile,20,0
79.54934457577184,3,desktop,1,0
471.58843293435825,19,desktop,13,0
275.2818038322144,16,mobile,7,0
362.80749445093153,38,mobile,1,0
448.77154746763114,39,desktop,1,0
470.7375820050295,14,mobile,18,0
121.76194537425393,34,desktop,14,0
271.68620430094705,13,mobile,21,0
413.0904906953431,49,mobile,12,0
320.16939117167874,20,mobile,1,1
223.90254698063737,30,mobile,2,1
316.69409498826553,27,mobile,17,0
130.90969378785832,13,mobile,12,0
168.30903224111572,27,desktop,19,0
170.62129977040118,1,mobile,4,0
235.36390238274453,5,mobile,16,0
433.1472031805203,21,mobile,11,0
172.2465125229042,28,desktop,7,1
395.54920781363495,42,desktop,20,0
204.85947945882512,30,mobile,18,0
183.5893251388334,2,desktop,16,0
407.3164587241154,42,mobile,1,0
486.1933226479635,40,mobile,2,0
100.71614028769586,10,mobile,10,0
258.99778900570107,39,desktop,7,0
364.3091616838474,36,desktop,7,0
15.169581508436776,6,mobile,18,0
131.45536098650408,37,desktop,23,0
73.64651247079519,38,desktop,10,0
452.45154186995893,6,desktop,18,0
60.80135848179597,16,mobile,4,0
337.10490080861507,4,desktop,14,0
341.657300243071,20,desktop,10,0
261.27587717204534,38,desktop,10,0
29.200802546233465,2,mobile,4,0
296.5752556319225,2,desktop,17,0
84.17925984545509,35,mobile,12,0
171.28958269404686,39,desktop,20,0
390.5249624578306,23,desktop,23,0
318.9411255454138,7,mobile,14,0
491.09296550677055,14,mobile,13,0
124.84525959805462,19,mobile,12,1
148.18888306333434,41,mobile,21,1
333.0804779530533,15,mobile,16,0
24.832799809037184,15,mobile,1,0
107.55267165974628,20,mobile,3,0
497.7569252525629,5,mobile,1,0
160.90987339364094,38,mobile,11,0
100.2933188367933,7,mobile,6,0
373.35405007965034,42,desktop,16,0
79.54144569481498,17,mobile,21,0
311.0629851146259,14,mobile,22,0
44.287253326468814,11,mobile,16,0
434.54465063852433,10,desktop,16,0
464.9499214540452,19,mobile,16,0
145.34911556260042,28,mobile,5,0
86.82232405516108,11,desktop,17,0
341.3379507866585,42,mobile,4,0
211.17094076187365,26,desktop,10,0
415.2818302962765,18,desktop,9,0
175.80839735602225,46,mobile,5,0
468.5481317310293,25,mobile,15,0
110.67154343664366,28,desktop,16,0
24.67147752371242,20,mobile,23,0
218.20260697240735,21,mobile,16,0
60.6313383029029,10,mobile,19,0
235.50082845727601,10,desktop,2,0
82.94272272188871,12,mobile,12,0
259.312435099397,9,desktop,8,0
278.15146777768297,39,mobile,12,0
285.34497689064983,14,desktop,17,0
206.63944312365157,14,desktop,21,0
156.33504286748618,41,mobile,4,0
218.9102811556719,2,mobile,17,0
464.99440018664933,28,mobile,7,0
169.12778444378048,45,mobile,18,0
196.05075605144737,15,desktop,4,0
187.3405902443235,38,desktop,10,0
71.53628808942094,6,desktop,7,0
25.517400512746537,46,desktop,11,0
36.85254782816257,42,desktop,11,0
90.92480141967143,34,desktop,10,1
329.54124387848424,18,mobile,21,0
274.6478630246925,40,desktop,13,0
57.28679703084985,25,desktop,3,0
27.53698765092973,35,mobile,12,0
331.66553378847436,32,mobile,9,0
440.1574206082759,11,mobile,7,0
365.4417516096452,46,mobile,21,0
184.42113164012736,27,mobile,7,0
177.85343893219442,46,desktop,12,0
285.23917929800945,18,mobile,20,0
462.5026698129734,3,mobile,22,0
474.4304607176153,11,desktop,6,1
206.78684042652816,12,mobile,21,0
51.88911199491187,4,mobile,19,0
436.56781947933916,9,desktop,19,0
182.1831314163623,18,desktop,14,0
486.04045172387623,8,desktop,21,0
165.4273294413942,9,desktop,1,0
161.1752861964882,15,mobile,17,0
272.1991608088375,36,desktop,7,0
202.76329014041644,47,mobile,5,0
202.71228043091867,8,mobile,3,0
292.0407449899436,9,desktop,23,0
463.379228443998,22,desktop,14,0
397.2619117046056,45,desktop,7,0
404.6733587294801,8,desktop,21,0
305.71012863259034,49,mobile,22,0
301.602154943768,19,desktop,6,0
174.53693782940263,39,desktop,2,0
412.33274811584505,49,desktop,22,0
439.7179895604469,15,desktop,14,0
357.06398328554246,12,desktop,20,0
295.1378895556527,32,mobile,3,0
475.1788068401478,37,mobile,3,0
302.06926019256304,19,mobile,7,0
78.29377195518595,6,mobile,8,0
15.541870291191614,38,mobile,12,0
186.68907077195786,46,mobile,23,1
181.44956543612855,8,mobile,18,0
492.64249254631005,27,desktop,14,0
351.4431545328826,38,desktop,2,0
211.9334211139664,46,mobile,18,0
169.60480438481,19,desktop,1,0
12.371628807868216,8,desktop,9,0
62.26447522292324,47,mobile,9,0
408.27013654795877,46,mobile,2,0
25.80865287568948,16,desktop,1,0
262.6187729007387,48,desktop,11,0
170.08151889886662,9,mobile,22,0
332.42787907432887,28,desktop,2,0
426.8678782207643,46,mobile,8,0
16.37108351787535,44,mobile,23,0
200.59717119581106,7,mobile,19,0
170.3341073221215,45,desktop,17,0
96.88036044721865,9,mobile,17,0
414.04055446576825,33,mobile,3,0
238.8299714138694,20,desktop,7,0
241.7071442659323,9,mobile,11,0
64.42119857046956,25,desktop,13,0
190.20400222010952,46,mobile,4,1
